출생연도,성별,거리,기록_인원수,기록_p05,기록_p10,기록_p20,기록_p30,기록_p40,기록_p50,기록_p60,기록_p70,기록_p80,기록_p90,기록_p95,순위_인원수,순위_p25,순위_p50,순위_p75
1997,여,3000,10,324.46,327.967,369.046,370.896,392.586,400.036,430.316,431.373,458.58,478.669,480.314,13,2.0,4.0,6.0
1998,남,500,41,41.124,41.375,42.033,42.762,43.234,43.781,44.48,45.616,47.793,50.8,54.536,40,3.0,9.0,14.0
1998,남,1000,47,85.51,86.601,88.534,89.66,91.343,93.726,95.752,99.09,102.989,108.54,112.49,48,3.25,11.0,17.0
1998,남,1500,35,141.559,144.488,149.794,155.599,159.018,162.457,166.089,170.005,177.922,183.672,190.232,42,4.0,10.0,18.0
1998,남,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,15,12.0,15.0,20.0
1998,남,3000,22,305.51,318.088,324.517,330.862,340.946,348.936,353.951,371.091,386.615,398.872,434.964,25,4.0,7.0,11.25
1998,여,500,17,44.1,44.603,45.624,45.986,46.312,46.606,47.07,48.818,51.363,60.884,68.157,17,2.0,3.0,8.0
1998,여,1000,17,92.786,93.68,95.425,96.578,98.131,99.644,101.506,105.953,109.787,116.302,123.832,17,3.0,7.0,12.5
1998,여,1500,13,156.955,159.04,163.514,165.77,169.782,172.654,174.917,178.958,183.529,195.715,205.703,13,3.5,7.0,11.0
1998,여,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족
1998,여,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족
1999,남,500,28,40.937,41.34,41.902,42.355,42.833,43.275,43.754,44.558,46.816,50.191,54.319,25,3.0,4.5,11.0
1999,남,1000,35,85.409,86.797,88.291,89.211,90.588,92.516,94.687,97.594,102.084,107.965,116.004,32,2.75,5.0,14.25
1999,남,1500,30,141.388,148.149,153.902,158.793,162.552,166.091,169.445,173.891,178.946,184.286,192.184,31,3.0,6.0,15.0
1999,남,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,16,4.5,16.0,21.0
1999,남,3000,18,309.487,319.868,328.255,345.013,351.052,361.543,380.298,394.763,399.867,421.818,447.207,17,2.0,4.0,7.0
1999,여,500,23,44.295,44.75,45.176,45.488,46.005,46.417,46.712,47.431,49.447,53.871,59.352,20,2.0,3.0,8.0
1999,여,1000,24,92.558,94.042,95.442,96.405,97.263,98.505,100.044,102.953,106.815,114.988,120.243,23,2.0,4.0,8.0
1999,여,1500,23,156.894,159.637,163.813,167.121,172.67,177.222,180.648,183.061,187.404,201.65,218.249,23,2.0,5.0,8.0
1999,여,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,11,5.5,9.0,14.5
1999,여,3000,13,321.863,332.191,346.195,380.809,387.753,405.682,423.928,429.649,453.681,474.347,479.094,14,2.0,3.5,6.0
2000,남,500,37,41.396,41.799,42.332,42.864,43.362,43.798,44.214,45.046,47.495,51.561,55.678,39,2.25,4.0,10.0
2000,남,1000,37,85.459,86.621,88.109,89.671,91.409,93.823,96.374,99.573,102.89,109.381,112.567,41,3.0,5.0,14.0
2000,남,1500,35,144.852,148.608,153.135,159.358,164.506,169.424,175.018,180.113,184.521,190.303,199.068,34,3.0,5.0,13.0
2000,남,2000,17,215.504,227.438,235.088,237.649,245.213,251.098,254.262,255.559,261.095,272.833,275.594,15,4.75,9.5,19.0
2000,남,3000,18,295.548,306.36,329.043,351.48,364.255,379.121,394.863,402.781,422.257,442.837,461.951,21,3.0,5.0,8.0
2000,여,500,23,44.883,45.282,45.879,46.203,46.614,47.026,47.861,48.834,50.155,53.89,58.335,24,3.0,4.0,10.0
2000,여,1000,23,94.258,94.759,96.179,97.37,98.6,99.691,101.603,104.335,107.039,112.902,118.725,23,3.0,4.0,10.5
2000,여,1500,19,158.134,160.202,164.818,169.876,176.437,178.583,181.637,186.355,189.152,199.393,214.2,15,3.0,5.0,7.0
2000,여,2000,11,218.935,222.416,229.308,232.47,237.819,243.535,248.876,249.703,250.055,253.924,257.748,12,4.5,7.0,12.5
2000,여,3000,11,310.764,320.411,345.391,380.573,388.296,401.494,418.725,428.496,459.486,479.222,481.615,12,3.0,4.0,6.0
2001,남,500,27,41.023,41.379,41.87,42.355,42.851,43.51,44.39,45.407,47.692,53.645,59.659,29,2.0,4.0,16.0
2001,남,1000,29,85.172,85.467,86.78,87.793,89.398,91.257,94.357,97.591,101.597,108.306,119.419,33,2.0,4.5,12.0
2001,남,1500,24,142.561,148.17,153.888,158.183,165.945,173.007,178.647,181.25,188.416,199.507,203.372,24,3.0,6.0,13.0
2001,남,2000,16,213.802,215.395,228.067,230.289,234.819,245.892,254.837,256.756,262.362,267.772,271.781,17,4.0,8.0,16.0
2001,남,3000,14,292.327,295.304,307.959,335.752,358.463,383.431,397.846,404.351,431.615,454.372,557.852,14,3.0,5.0,8.0
2001,여,500,28,44.804,45.15,45.744,46.241,46.58,47.084,47.644,48.388,49.601,52.274,57.592,31,2.0,4.0,8.0
2001,여,1000,31,93.654,94.711,96.42,97.96,99.891,101.44,103.546,105.641,108.476,113.575,118.849,36,3.0,4.0,10.0
2001,여,1500,27,155.964,160.804,165.373,168.742,175.168,178.178,182.323,186.698,190.883,199.864,210.881,27,3.0,5.0,9.25
2001,여,2000,12,211.306,219.077,232.54,236.399,238.225,244.876,248.49,255.742,262.549,264.13,279.111,13,3.0,5.0,9.0
2001,여,3000,16,300.687,305.691,337.444,354.265,381.895,410.073,422.271,465.603,473.513,495.401,542.715,16,2.75,4.0,6.25
2002,남,500,48,41.323,41.757,42.381,42.945,43.679,44.694,46.046,47.323,49.258,51.789,54.47,45,2.0,4.0,11.75
2002,남,1000,47,85.444,86.098,87.447,89.205,91.808,95.334,99.115,103.362,106.535,114.015,122.016,44,2.0,5.0,13.0
2002,남,1500,45,144.1,150.785,156.571,163.22,168.669,172.156,177.807,181.387,185.698,193.456,199.054,45,3.0,6.0,13.0
2002,남,2000,26,219.929,223.834,229.158,235.308,240.127,245.439,247.208,252.971,267.288,272.339,277.417,25,3.0,6.0,17.0
2002,남,3000,27,286.703,305.106,315.003,332.7,354.12,373.435,394.795,407.562,415.664,433.61,443.483,27,3.0,5.0,8.0
2002,여,500,35,44.296,44.851,46.05,46.637,47.188,48.124,49.195,50.306,51.762,54.173,57.218,35,2.0,4.0,9.0
2002,여,1000,35,93.088,94.916,97.009,99.354,101.351,103.024,104.86,108.591,112.713,117.547,120.591,32,2.0,4.0,11.0
2002,여,1500,34,158.012,162.534,165.606,168.249,171.415,175.62,178.952,183.365,190.665,199.753,208.043,34,3.0,5.0,9.0
2002,여,2000,16,222.695,232.072,239.868,245.865,250.571,252.334,262.375,271.835,276.227,284.029,301.876,18,4.0,6.0,10.0
2002,여,3000,10,309.804,314.715,333.337,343.76,369.792,389.859,404.487,439.131,466.936,481.653,494.942,12,2.0,4.0,6.0
2003,남,500,49,41.677,42.126,42.658,43.492,44.278,45.215,47.423,49.579,50.88,54.34,58.033,37,2.0,5.0,13.0
2003,남,1000,50,86.203,87.083,88.97,91.568,94.844,97.651,101.943,105.264,108.76,114.019,118.856,46,3.0,5.0,14.0
2003,남,1500,43,149.549,153.792,158.2,163.606,170.05,172.709,176.846,183.622,190.801,199.745,207.152,40,4.0,9.0,20.0
2003,남,2000,31,220.991,223.877,230.496,235.723,242.981,247.129,250.109,257.677,271.334,287.199,291.759,23,4.0,10.0,18.0
2003,남,3000,18,286.157,293.059,311.147,320.939,341.276,366.121,372.99,384.09,396.138,446.588,461.221,19,3.0,5.0,11.0
2003,여,500,27,45.876,46.236,46.894,47.342,48.123,48.88,49.701,50.597,51.802,54.462,58.697,24,2.0,4.0,8.0
2003,여,1000,29,94.293,97.121,99.22,100.565,102.673,104.189,106.211,110.23,114.577,119.269,126.504,30,2.0,4.0,8.25
2003,여,1500,24,154.853,158.113,163.43,166.988,170.36,174.081,179.012,183.517,187.36,193.268,199.859,22,2.0,4.0,6.0
2003,여,2000,16,227.777,229.433,235.17,237.217,240.337,245.374,249.026,264.902,276.771,283.104,294.86,16,2.0,4.0,12.0
2003,여,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,11,2.0,4.0,5.0
2004,남,500,37,41.584,41.995,42.582,43.146,44.182,46.696,48.081,49.364,51.392,53.929,56.928,32,2.5,5.0,15.5
2004,남,1000,37,86.108,86.974,88.032,89.576,94.189,98.499,102.024,105.069,108.337,114.543,118.647,32,2.0,4.0,13.0
2004,남,1500,32,147.799,155.077,160.551,167.922,173.049,176.16,180.166,185.615,191.381,203.276,206.656,34,3.0,5.0,10.0
2004,남,2000,24,205.16,211.912,220.734,229.9,237.998,246.915,251.419,272.924,287.324,291.541,300.318,25,3.0,6.0,14.0
2004,남,3000,11,302.854,304.363,325.488,328.257,339.278,343.115,370.251,383.048,389.287,404.139,412.78,18,3.0,5.0,7.5
2004,여,500,35,45.078,46.114,46.539,47.58,48.381,48.986,49.907,51.553,53.654,57.251,64.041,36,2.0,4.0,12.0
2004,여,1000,34,94.49,95.202,98.344,100.476,101.941,104.356,107.495,111.509,115.77,120.429,129.386,36,2.0,4.0,13.0
2004,여,1500,28,157.204,161.274,167.621,173.256,175.417,177.803,182.339,187.37,192.459,204.473,219.947,28,2.0,4.0,7.0
2004,여,2000,17,215.223,227.295,235.175,240.912,246.398,249.774,254.15,263.204,272.753,280.213,281.076,22,2.75,5.0,11.0
2004,여,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,12,2.0,4.0,6.0
2005,남,500,44,41.412,41.788,42.383,43.178,44.532,46.733,48.007,49.089,50.439,52.216,55.392,34,2.0,4.0,14.0
2005,남,1000,44,86.265,87.254,89.118,92.959,97.661,101.399,103.997,106.773,110.545,115.293,119.913,39,2.0,5.0,17.0
2005,남,1500,37,150.601,157.497,163.225,166.544,171.027,174.626,178.967,186.152,193.271,201.599,206.857,37,3.0,5.0,17.0
2005,남,2000,28,198.995,205.287,212.278,218.668,222.169,231.708,248.75,257.857,263.669,278.903,286.56,27,3.0,6.0,18.75
2005,남,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,14,2.0,5.0,7.0
2005,여,500,25,44.729,45.013,45.716,46.523,47.562,48.517,49.585,50.757,51.795,54.064,56.496,19,2.0,3.0,5.5
2005,여,1000,23,94.282,94.964,96.929,98.928,100.656,102.26,104.068,106.784,111.172,115.77,120.174,24,3.0,5.0,10.0
2005,여,1500,18,154.507,156.232,161.334,165.698,170.947,174.856,177.899,180.793,191.562,199.666,206.419,23,3.0,5.0,6.0
2005,여,2000,11,201.919,202.143,204.019,206.535,211.799,230.36,241.931,248.484,258.147,270.063,270.297,16,2.75,5.0,11.25
2005,여,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,11,3.0,4.5,6.0
2006,남,500,31,41.71,41.993,42.352,42.642,42.988,43.843,46.299,48.896,50.612,53.855,57.327,25,2.0,3.0,9.25
2006,남,1000,36,86.383,87.268,88.3,89.576,91.489,94.919,100.03,103.05,109.318,115.772,125.298,30,2.0,4.0,11.0
2006,남,1500,24,141.016,153.13,162.078,165.259,168.08,171.161,175.997,181.881,193.817,199.654,206.359,33,2.0,5.0,10.0
2006,남,2000,17,198.327,205.349,211.688,220.031,221.357,225.743,242.762,259.613,264.784,282.192,283.165,22,3.0,5.0,17.0
2006,남,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,16,3.0,6.0,7.0
2006,여,500,29,45.109,45.787,46.392,46.857,47.362,48.045,48.639,49.691,51.129,54.404,58.197,28,2.0,4.0,7.0
2006,여,1000,28,93.858,94.504,96.289,97.797,98.624,99.886,101.33,104.18,108.6,115.112,119.319,31,2.0,4.0,8.0
2006,여,1500,19,158.984,161.889,164.655,168.39,172.828,178.158,181.526,185.968,192.058,202.861,214.544,21,2.0,4.0,6.0
2006,여,2000,15,200.221,200.991,202.369,204.256,205.938,207.965,214.539,226.265,241.714,258.291,268.092,16,2.0,5.0,6.5
2006,여,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,16,2.0,4.0,7.0
2007,남,500,51,41.677,42.114,42.803,43.279,44.357,46.055,48.18,49.65,50.654,53.846,57.977,38,2.0,4.0,12.0
2007,남,1000,53,87.29,88.09,89.189,90.707,92.572,94.897,100.204,104.367,107.722,115.982,123.168,45,2.0,5.0,15.0
2007,남,1500,28,157.921,161.179,163.63,165.94,170.496,173.628,177.931,180.933,192.382,197.308,212.502,43,3.0,5.0,15.75
2007,남,2000,17,211.815,212.994,214.177,218.26,222.245,223.292,231.859,235.772,249.021,261.96,266.929,26,2.0,5.0,14.0
2007,남,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,15,4.0,6.0,8.5
2007,여,500,37,44.724,45.302,45.98,46.795,47.369,48.538,49.66,51.084,53.212,57.642,63.299,33,2.75,5.0,15.0
2007,여,1000,44,93.646,94.439,96.225,98.241,99.892,101.77,104.053,106.854,110.824,115.891,122.524,32,3.0,5.0,16.0
2007,여,1500,18,169.566,170.494,174.073,176.766,182.59,186.023,188.095,191.274,197.037,204.221,211.286,36,2.0,5.0,11.25
2007,여,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,17,3.0,5.0,10.0
2007,여,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족
2008,남,500,34,42.238,42.456,42.838,43.284,43.812,44.318,44.939,46.571,50.474,54.656,63.654,28,2.0,3.0,9.0
2008,남,1000,43,87.621,88.336,89.608,90.708,92.019,93.449,95.998,100.876,106.076,112.719,119.172,35,2.5,4.0,15.0
2008,남,1500,15,163.577,163.882,164.993,167.503,169.04,178.146,182.755,190.155,196.422,201.87,202.4,38,3.0,5.0,13.0
2008,남,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,21,3.0,6.0,10.25
2008,남,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,19,2.0,5.0,7.0
2008,여,500,34,44.882,45.236,45.705,46.12,46.643,47.126,47.541,48.051,49.482,52.544,54.833,24,2.0,3.0,6.0
2008,여,1000,37,94.082,94.789,95.851,96.828,98.28,99.401,101.298,103.43,106.15,112.945,121.219,27,2.0,4.0,12.5
2008,여,1500,10,172.247,173.626,175.179,175.562,178.156,179.907,186.865,189.461,195.489,217.652,223.072,28,3.0,5.0,8.0
2008,여,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,16,2.0,4.0,8.5
2008,여,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,14,3.0,5.0,7.0
2009,남,500,24,42.262,42.684,43.075,43.934,44.596,44.984,46.132,47.959,50.729,56.691,58.839,25,2.0,4.0,9.5
2009,남,1000,34,88.201,89.399,91.332,92.907,94.346,95.776,97.808,101.239,104.081,111.254,116.203,26,2.0,4.0,17.0
2009,남,1500,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,26,2.0,4.0,7.0
2009,남,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,19,2.0,3.0,6.25
2009,남,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족
2009,여,500,26,45.448,45.754,46.179,46.751,46.962,47.365,48.034,48.62,50.825,55.52,58.716,23,2.0,4.0,10.0
2009,여,1000,28,94.657,95.281,96.372,97.641,98.913,100.628,102.585,104.549,107.974,111.129,122.147,25,2.0,4.0,11.0
2009,여,1500,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,27,2.0,4.0,9.75
2009,여,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,17,2.25,4.0,5.75
2009,여,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,10,2.25,4.5,6.0
2010,남,500,31,42.918,43.141,43.376,43.896,44.617,45.597,46.986,48.171,49.066,56.055,58.68,27,2.0,4.0,6.0
2010,남,1000,39,90.386,91.112,92.315,93.63,94.634,96.451,98.283,100.619,102.396,108.239,112.224,33,2.75,5.0,13.25
2010,남,1500,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,34,3.0,5.0,8.0
2010,남,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,20,3.0,4.0,6.0
2010,남,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,16,3.25,6.0,11.75
2010,여,500,26,45.661,45.831,46.533,46.789,47.235,47.84,48.503,49.224,50.456,54.471,59.975,23,2.0,4.0,9.0
2010,여,1000,24,94.762,95.808,97.732,99.041,101.319,102.184,103.087,104.094,107.016,110.768,114.645,24,2.0,4.0,8.0
2010,여,1500,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,20,3.0,5.0,7.0
2010,여,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,14,2.0,4.0,6.0
2010,여,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족
2011,남,500,24,43.502,43.708,44.571,45.382,46.302,47.409,48.444,49.113,50.135,51.811,58.853,20,2.0,3.0,5.5
2011,남,1000,27,91.775,92.764,94.271,97.492,100.295,101.148,102.689,103.968,107.247,114.196,122.237,27,2.0,4.0,12.0
2011,남,1500,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,26,3.0,4.5,7.75
2011,남,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,13,3.0,5.0,7.0
2011,남,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,10,3.0,6.0,8.5
2011,여,500,18,45.946,46.351,46.585,46.902,47.564,47.788,48.478,49.777,52.163,55.446,55.67,18,2.0,3.0,5.0
2011,여,1000,18,96.467,97.158,100.489,103.898,104.771,106.034,107.105,108.273,109.067,112.933,120.995,17,2.0,4.0,5.0
2011,여,1500,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,15,2.0,4.0,6.0
2011,여,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,14,1.5,4.0,6.0
2011,여,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족
2012,남,500,26,43.927,44.498,45.42,46.184,46.714,47.312,47.875,49.385,49.883,51.58,58.882,23,2.0,4.0,7.25
2012,남,1000,31,93.879,95.309,97.747,99.236,101.855,104.269,105.411,108.337,112.408,116.169,124.851,24,2.0,4.0,6.0
2012,남,1500,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,26,2.0,5.0,10.75
2012,남,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,15,1.75,3.0,5.25
2012,남,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,10,6.5,14.5,19.25
2012,여,500,17,46.902,47.615,47.974,48.358,49.053,49.447,50.111,51.423,52.813,61.696,74.872,15,3.0,4.0,5.75
2012,여,1000,19,98.368,99.971,101.283,103.038,105.162,106.68,108.395,111.151,116.07,117.743,126.573,17,2.5,4.0,10.0
2012,여,1500,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,16,3.0,5.0,7.0
2012,여,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,11,2.0,3.5,5.25
2012,여,3000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족
2013,남,500,27,46.522,46.735,47.293,47.877,48.53,49.156,49.882,50.654,51.988,54.06,61.277,25,2.0,3.0,5.0
2013,남,1000,32,98.835,100.477,102.069,103.12,104.961,106.419,108.644,110.655,115.207,122.144,125.383,25,2.0,4.0,12.5
2013,남,1500,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,24,2.0,4.0,6.25
2013,남,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,21,3.0,5.0,7.0
2013,여,500,29,46.805,47.179,47.488,47.822,48.265,49.279,49.94,50.518,51.771,55.797,59.344,24,2.0,3.0,5.0
2013,여,1000,31,100.283,100.93,101.498,102.439,103.37,104.389,106.04,108.325,111.651,116.626,122.209,23,2.0,3.0,5.0
2013,여,1500,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,21,2.0,4.0,6.0
2013,여,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,17,3.0,5.0,6.0
2014,남,500,23,46.79,47.152,47.604,48.243,48.84,49.323,49.952,50.781,51.732,52.26,56.096,18,2.0,3.5,5.0
2014,남,1000,23,98.994,99.674,100.633,102.725,103.776,105.475,106.444,108.833,110.354,112.678,117.032,20,3.0,4.0,6.5
2014,남,1500,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,19,2.0,4.0,7.0
2014,남,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,13,2.0,4.0,7.0
2014,여,500,19,47.635,48.008,48.663,48.98,49.205,49.561,50.553,51.257,52.339,54.468,57.015,13,2.0,4.0,5.0
2014,여,1000,18,99.646,100.65,101.721,102.511,103.744,104.745,105.387,106.818,110.854,116.769,119.621,15,2.0,3.5,5.0
2014,여,1500,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,17,3.0,4.0,6.0
2014,여,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,11,2.0,3.0,5.0
2015,남,500,15,46.733,48.108,48.613,48.841,48.996,49.811,51.393,55.099,59.635,64.082,67.899,18,2.0,3.0,5.0
2015,남,1000,18,99.532,100.136,100.438,100.717,101.031,102.796,105.161,106.701,108.133,111.479,116.371,18,2.0,3.0,5.0
2015,남,1500,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,19,2.0,4.0,6.5
2015,남,2000,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,데이터 부족,14,2.0,4.0,8.0
2015,여,500,15,47.658,48.184,48.806,49.1,49.236,49.597,50.803,51.085,52.096,57.216,57.885,14,2.0,3.0,5.0
2015,여,1000,16,98.106,98.315,99.963,101.352,103.372,104.815,106.428,107.317,108.826,115.903,128.739,11,2.0,3.0,4.5
